row_id,page_id,page_title,contributor,timestamp,creation_dt,topic,opinion,clean_opinion,turn,segmentation,type,subtype,type_r1,subtype_r1,type_r2,subtype_r2,stance,sentiment,url
7,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,enlaces rotos,"debe anotarse que el colegio médico de chile ag no es  una institución que otorgue becas, al menos por oposición de antecedentes.","debe anotarse que el colegio médico de chile ag no es  una institución que otorgue becas, al menos por oposición de antecedentes.",4,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
8,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,enlaces rotos,"bachelet no es, en realidad, ni médico ni pediatra.","bachelet no es, en realidad, ni médico ni pediatra.",4,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
9,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,enlaces rotos,"menos epidemióloga sino, más bien, una simuladora que contó con la ayuda, al margen de la normativa que rige al resto de los médicos, por parte de simpatizantes políticos en cargos de poder, tanto en el hospital roberto del río como en el colegio médico.","menos epidemióloga sino, más bien, una simuladora que contó con la ayuda, al margen de la normativa que rige al resto de los médicos, por parte de simpatizantes políticos en cargos de poder, tanto en el hospital roberto del río como en el colegio médico.",4,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
10,174537,Michelle Bachelet,Jembot,1305767647,5/19/11 1:14,enlaces rotos,michelle bachelet fue hija de un general de brigada aerea y no de un brigadier general pues el grado de brigadier general no existe en la fuerza aerea de chile.,michelle bachelet fue hija de un general de brigada aerea y no de un brigadier general pues el grado de brigadier general no existe en la fuerza aerea de chile.,5,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
11,174537,Michelle Bachelet,Jembot,1305767647,5/19/11 1:14,enlaces rotos,"por lo tanto deberia decir "" hija del general de brigada aerea de la fuerza aerea de chile"" - 190.44.154.107 00:27 10 may 2011 (utc)  trasladado desde wikipedia:informes de error por jembot (discusión) 01:14 19 may 2011 (utc)","por lo tanto deberia decir "" hija del general de brigada aerea de la fuerza aerea de chile"" ",5,ERROR,PERFORMATIVE,IC,,IC,,IC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
12,174537,Michelle Bachelet,Rehtor,1409927724,9/5/14 14:35,enlaces rotos,"a mayor abundamiento, en una entrevista efectuada por la televisión alemana, bachelet reconoce no ser ""médico"" por cuanto no terminó sus estudio ni en chile ni en alemania: https://www.youtube.com/watch?v=r_ors1jfuzm&feature=youtu.be","a mayor abundamiento, en una entrevista efectuada por la televisión alemana, bachelet reconoce no ser ""médico"" por cuanto no terminó sus estudio ni en chile ni en alemania: https://www.youtube.com/watch?v=r_ors1jfuzm&feature=youtu.be",6,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
13,174537,Michelle Bachelet,KundaliniZero,1410398097,9/11/14 1:14,enlaces rotos,#NAME?,#NAME?,7,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
14,174537,Michelle Bachelet,KundaliniZero,1410398097,9/11/14 1:14,enlaces rotos,"he visto también el video donde ella afirma ""no soy médico"".","he visto también el video donde ella afirma ""no soy médico"".",7,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
15,174537,Michelle Bachelet,KundaliniZero,1410398097,9/11/14 1:14,enlaces rotos,"si es así debería aclararse, porque al decir egreso de, no queda claro si se tituló de.","si es así debería aclararse, porque al decir egreso de, no queda claro si se tituló de.",7,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
16,174537,Michelle Bachelet,KundaliniZero,1410398097,9/11/14 1:14,enlaces rotos,--kundalinizero (discusión) 01:14 11 sep 2014 (utc),--kundalinizero (discusión) 01:14 11 sep 2014 (utc),7,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
17,174537,Michelle Bachelet,32.59.128.29,1307392963,6/6/11 20:42,michelle bachelet en la onu,"el cargo real de michelle bachelet en la onu es ""secretaria general adjunta de igualdad entre los géneros y empoderamiento de la mujer"".","el cargo real de michelle bachelet en la onu es ""secretaria general adjunta de igualdad entre los géneros y empoderamiento de la mujer"".",8,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
18,174537,Michelle Bachelet,32.59.128.29,1307392963,6/6/11 20:42,michelle bachelet en la onu,se debe especificar ya que dentro del gabinete de ban ki moon existen 36 secretarios generales adjuntos.,se debe especificar ya que dentro del gabinete de ban ki moon existen 36 secretarios generales adjuntos.,8,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
19,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"bachelet recibió el título de médico cirujano por gracia –reconocimiento de dudosos estudios en el extranjero- y no se recibió como “pediatra con mención en epidemiología”, como se afirma en wikipedia.","bachelet recibió el título de médico cirujano por gracia –reconocimiento de dudosos estudios en el extranjero- y no se recibió como “pediatra con mención en epidemiología”, como se afirma en wikipedia.",9,OK,PERFORMATIVE,IC,,IC,,IC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
20,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"bachelet, efectivamente, fue admitida como becada en pediatría en el departamento de pediatría del hospital roberto del río, donde cursó algunas pasadas, pero no entregó el proyecto de investigación para graduarse ni rindió el examen final reglamentarios.","bachelet, efectivamente, fue admitida como becada en pediatría en el departamento de pediatría del hospital roberto del río, donde cursó algunas pasadas, pero no entregó el proyecto de investigación para graduarse ni rindió el examen final reglamentarios.",9,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
21,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"bachelet nunca fue alumna de la escuela de postgrado de la facultad de medicina de la universidad de chile (donde debió registrarse su programa de becada en pediatría), entre otras razones, porque el colegio médico de chile ag jamás pagó la colegiatura a dicha escuela.","bachelet nunca fue alumna de la escuela de postgrado de la facultad de medicina de la universidad de chile (donde debió registrarse su programa de becada en pediatría), entre otras razones, porque el colegio médico de chile ag jamás pagó la colegiatura a dicha escuela.",9,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
22,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"debe anotarse que el colegio médico de chile ag no es  una institución que otorgue becas, al menos por oposición de antecedentes.","debe anotarse que el colegio médico de chile ag no es  una institución que otorgue becas, al menos por oposición de antecedentes.",9,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
23,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"bachelet no es, en realidad, ni médico ni pediatra.","bachelet no es, en realidad, ni médico ni pediatra.",9,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
24,174537,Michelle Bachelet,200.28.236.67,1384056406,11/10/13 4:06,michelle bachelet en la onu,"menos epidemióloga sino, más bien, una simuladora que contó con la ayuda, al margen de la normativa que rige al resto de los médicos, por parte de simpatizantes políticos en cargos de poder, tanto en el hospital roberto del río como en el colegio médico.","menos epidemióloga sino, más bien, una simuladora que contó con la ayuda, al margen de la normativa que rige al resto de los médicos, por parte de simpatizantes políticos en cargos de poder, tanto en el hospital roberto del río como en el colegio médico.",9,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
25,174537,Michelle Bachelet,186.105.138.188,1309136450,6/27/11 1:00,,"al inicio se le describe como médica pediatra, quiero decir que la palabra correcta es médico de acuardo a la rae, ya que esta abarca ambos géneros.","al inicio se le describe como médica pediatra, quiero decir que la palabra correcta es médico de acuardo a la rae, ya que esta abarca ambos géneros.",10,OK,PERFORMATIVE,IC,,IC,,IC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
26,174537,Michelle Bachelet,186.105.138.188,1309136450,6/27/11 1:00,,186.105.138.188 (discusión) 01:00 27 jun 2011 (utc),186.105.138.188 (discusión) 01:00 27 jun 2011 (utc),10,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
27,174537,Michelle Bachelet,200.111.66.34,1361203915,2/18/13 16:11,,":médico es la palabra correcta, soy una de ellos y es un sustantivo genéricamente ambiguo.",":médico es la palabra correcta, soy una de ellos y es un sustantivo genéricamente ambiguo.",11,OK,PERFORMATIVE,IC,,IC,,IC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
28,174537,Michelle Bachelet,200.111.66.34,1361203915,2/18/13 16:11,,"no obstante, en países como argentina y colombia se usa la palabra médica para definir a una mujer que ejerce la medicina, sin embargo, de acuerdo a la real academia esto no debería ser así.","no obstante, en países como argentina y colombia se usa la palabra médica para definir a una mujer que ejerce la medicina, sin embargo, de acuerdo a la real academia esto no debería ser así.",11,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
29,174537,Michelle Bachelet,200.111.66.34,1361203915,2/18/13 16:11,,--200.111.66.34 (discusión) 16:11 18 feb 2013 (utc),--200.111.66.34 (discusión) 16:11 18 feb 2013 (utc),11,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
30,174537,Michelle Bachelet,KundaliniZero,1410227623,9/9/14 1:53,,:: en el siguiente video ella afirma que no es médico.,:: en el siguiente video ella afirma que no es médico.,12,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
31,174537,Michelle Bachelet,KundaliniZero,1410227623,9/9/14 1:53,,por lo tanto habría que corregir la wiki.,por lo tanto habría que corregir la wiki.,12,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
32,174537,Michelle Bachelet,KundaliniZero,1410227623,9/9/14 1:53,,https://www.youtube.com/watch?v=r_ors1jfuzm .en caso de que no hayan discusiones editaré.--kundalinizero (discusión) 01:53 9 sep 2014 (utc),https://www.youtube.com/watch?v=r_ors1jfuzm .en caso de que no hayan discusiones editaré.,12,ERROR,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
33,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,":: a pesar de la afirmación anterior su registro nacional chileno # 56833, señala que es ""medico cirujano"" registrado el 21-04-2009 y la institución habilitante es la u.",":: a pesar de la afirmación anterior su registro nacional chileno # 56833, señala que es ""medico cirujano"" registrado el 21-04-2009 y la institución habilitante es la u.",13,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
34,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,de chile.,de chile.,13,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
35,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,"lo que implicaría que ella no se considera médico, pero para cualquier efecto legal si lo es.","lo que implicaría que ella no se considera médico, pero para cualquier efecto legal si lo es.",13,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
36,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,"mas datos se pueden encontrar en el registro el registro de prestadores individuales de salud http://webserver.superdesalud.gob.cl/bases/prestadoresindividuales.nsf/buscador?openform, http://www.supersalud.gob.cl/servicios/576/w3-article-5587.html.","mas datos se pueden encontrar en el registro el registro de prestadores individuales de salud http://webserver.superdesalud.gob.cl/bases/prestadoresindividuales.nsf/buscador?openform, http://www.supersalud.gob.cl/servicios/576/w3-article-5587.html.",13,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
37,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,pienso que debería de todos modos aclararse esta contradicción o señalarse como tal en el articulo.,pienso que debería de todos modos aclararse esta contradicción o señalarse como tal en el articulo.,13,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
38,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,"esto permitiría un juicio que quedaría para interpretación del lector, los cuales son de distintas opiniones politicas.","esto permitiría un juicio que quedaría para interpretación del lector, los cuales son de distintas opiniones politicas.",13,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
39,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,ahora recordar también que en articulos importantes como empresas y política existen usuarios que su trabajo es editar wikipedia y son pagados por las distintas entidades para mantener una buena imagen pública.,ahora recordar también que en articulos importantes como empresas y política existen usuarios que su trabajo es editar wikipedia y son pagados por las distintas entidades para mantener una buena imagen pública.,13,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
40,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,"a nivel de empresas ya existe gente que edita wikipedia, facebook y twitter como parte de su jornada laboral diaria.","a nivel de empresas ya existe gente que edita wikipedia, facebook y twitter como parte de su jornada laboral diaria.",13,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
41,174537,Michelle Bachelet,KundaliniZero,1410399885,9/11/14 1:44,,"en wikipedia en inglés hubo votaciones con respecto a permitir o no este tipo de ediciones, desconozco los resultados de esta discusión global.","en wikipedia en inglés hubo votaciones con respecto a permitir o no este tipo de ediciones, desconozco los resultados de esta discusión global.",13,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
42,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,creo que en el artículo no se menciona bien los cambios en los niveles de aprobación.,creo que en el artículo no se menciona bien los cambios en los niveles de aprobación.,14,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
43,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,por eso propongo que el párrafo quede así:,por eso propongo que el párrafo quede así:,14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
44,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"el 11 de enero de 2007, se publica la encuesta adimark para el mes de diciembre de 2006, dónde la mandataria recibe un 54,3% de aprobación a su gestión.","el 11 de enero de 2007, se publica la encuesta adimark para el mes de diciembre de 2006, dónde la mandataria recibe un 54,3% de aprobación a su gestión.",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
45,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"en 2007 los niveles de aprobación caen de forma importante producto de la crisis del transantiago, tocando fondo en el mes de septiembre donde se registro apenas un 35% de apoyo.en 2008 los niveles se estabilizaron en torno al 42-46%.","en 2007 los niveles de aprobación caen de forma importante producto de la crisis del transantiago, tocando fondo en el mes de septiembre donde se registro apenas un 35% de apoyo.en 2008 los niveles se estabilizaron en torno al 42-46%.",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
46,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"hacia fines de año estalla una grave crisis económica mundial, lo que dispara los indices de aprobación de bachelet, debido a la prudente política contra-ciclica aplicada por su gobierno.","hacia fines de año estalla una grave crisis económica mundial, lo que dispara los indices de aprobación de bachelet, debido a la prudente política contra-ciclica aplicada por su gobierno.",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
47,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,así mismo suben el respaldo a la gestión de la economía y al ministro de hacienda andres velasco.,así mismo suben el respaldo a la gestión de la economía y al ministro de hacienda andres velasco.,14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
48,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,esta alza es constante por todo 2009.,esta alza es constante por todo 2009.,14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
49,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"a junio de 2009, una nueva encuesta adimark indica que la aprobación a su gestión alcanza un 74%, el máximo de su mandato hasta esa fecha y también el máximo de cualquier presidente en las américas;","a junio de 2009, una nueva encuesta adimark indica que la aprobación a su gestión alcanza un 74%, el máximo de su mandato hasta esa fecha y también el máximo de cualquier presidente en las américas;",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
50,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"en efecto, el presidente obama quien la sigue, de acuerdo a gallup para el mismo mes obtiene un 64% de aprobación;45 al mes de octubre de 2009, un nuevo informe de la encuesta adimark marca un 80% de aprobación, mostrando además que bachelet es ""querida"" por un 95% de los entrevistados, en tanto un 94% la considera ""respetada"", mientras que un 82% destacó su capacidad de ""liderazgo”;","en efecto, el presidente obama quien la sigue, de acuerdo a gallup para el mismo mes obtiene un 64% de aprobación;45 al mes de octubre de 2009, un nuevo informe de la encuesta adimark marca un 80% de aprobación, mostrando además que bachelet es ""querida"" por un 95% de los entrevistados, en tanto un 94% la considera ""respetada"", mientras que un 82% destacó su capacidad de ""liderazgo”;",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
51,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"estos resultados transformaron a la presidenta en uno de los mandatarios mejor evaluados de la américa, siendo su aprobación muy alta en todos los segmentos de la población, pero aún mayor entre las mujeres (85%) que entre los hombres (76%), y entre las personas relativamente más pobres (83%).","estos resultados transformaron a la presidenta en uno de los mandatarios mejor evaluados de la américa, siendo su aprobación muy alta en todos los segmentos de la población, pero aún mayor entre las mujeres (85%) que entre los hombres (76%), y entre las personas relativamente más pobres (83%).",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
52,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"en la ultima medición de adimark, tras el devastador terremoto de febrero de 2010, bachelet registraba 84% de respaldo ciudadano, cifra idéntica a la obtenida antes del terremoto.","en la ultima medición de adimark, tras el devastador terremoto de febrero de 2010, bachelet registraba 84% de respaldo ciudadano, cifra idéntica a la obtenida antes del terremoto.",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
53,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,"creo que así se explicaría mejor la aprobación, por que como esta ahora cuesta entenderlo.","creo que así se explicaría mejor la aprobación, por que como esta ahora cuesta entenderlo.",14,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
54,174537,Michelle Bachelet,Emiliokun5,1327633099,1/27/12 2:58,alza niveles aprobación,de antemano gracias-22px--emiliokun5 (discusión) 02:58 27 ene 2012 (utc),de antemano gracias,14,ERROR,INTERPERSONAL,ATT,,ATT+,,ATT+,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
55,174537,Michelle Bachelet,Alvarojani,1371613750,6/19/13 3:49,articulo propagandístico,leí la biografía de la ex-presidenta bachelet y lo encuentro bastante bien redactado pero poco objetivo.,leí la biografía de la ex-presidenta bachelet y lo encuentro bastante bien redactado pero poco objetivo.,15,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
56,174537,Michelle Bachelet,Alvarojani,1371613750,6/19/13 3:49,articulo propagandístico,"de hecho, parece que fue hecho por uno de sus asesores de campaña.","de hecho, parece que fue hecho por uno de sus asesores de campaña.",15,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
57,174537,Michelle Bachelet,Alvarojani,1371613750,6/19/13 3:49,articulo propagandístico,"deberían agregar su inoperancia durante el terremoto del 27 de febrero del 2010 y su ""alejamiento"" del país durante casi 4 años.","deberían agregar su inoperancia durante el terremoto del 27 de febrero del 2010 y su ""alejamiento"" del país durante casi 4 años.",15,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
58,174537,Michelle Bachelet,Alvarojani,1371613750,6/19/13 3:49,articulo propagandístico,también deberían agregar que fue citada a declarar por las muertes de ciudadanos chilenos durante el tsunami de ese mismo año y que ella negó que iba a ocurrir.,también deberían agregar que fue citada a declarar por las muertes de ciudadanos chilenos durante el tsunami de ese mismo año y que ella negó que iba a ocurrir.,15,OK,ARGUMENTATIVE,CM,,CM,,CM,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
59,174537,Michelle Bachelet,Alvarojani,1371613897,6/19/13 3:51,articulo propagandístico,para terminar parece que la persona que redactó este artículo se le olvidó anotar que la sra.,para terminar parece que la persona que redactó este artículo se le olvidó anotar que la sra.,15,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
60,174537,Michelle Bachelet,Alvarojani,1371613897,6/19/13 3:51,articulo propagandístico,bachelet aprobó la construcción de varias termoeléctricas en el país.,bachelet aprobó la construcción de varias termoeléctricas en el país.,15,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
61,174537,Michelle Bachelet,Alvarojani,1371613897,6/19/13 3:51,articulo propagandístico,algo que la mayoría del pueblo rechazaba.,algo que la mayoría del pueblo rechazaba.,15,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
62,174537,Michelle Bachelet,Alvarojani,1371613750,6/19/13 3:49,articulo propagandístico,"¡¡seamos objetivos, por favor!!","¡¡seamos objetivos, por favor!!",15,OK,ARGUMENTATIVE,CO,,CO,,CO,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
63,174537,Michelle Bachelet,Alvarojani,1371613897,6/19/13 3:51,articulo propagandístico,alvarojani (discusión) 03:51 19 jun 2013 (utc)alvarojani.,alvarojani (discusión) 03:51 19 jun 2013 (utc)alvarojani.,15,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
64,174537,Michelle Bachelet,Jmvgpartner,1375410147,8/2/13 2:22,articulo propagandístico,":: el artículo ha sido redactado por 888 editores al día de hoy, y consigna &mdash;como corresponde&mdash;",":: el artículo ha sido redactado por 888 editores al día de hoy, y consigna &mdash;como corresponde&mdash;",16,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
65,174537,Michelle Bachelet,Jmvgpartner,1375410147,8/2/13 2:22,articulo propagandístico,"aspectos asociados al 27f y su trabajo en onu mujeres, con mayor o menor desarrollo.","aspectos asociados al 27f y su trabajo en onu mujeres, con mayor o menor desarrollo.",16,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
66,174537,Michelle Bachelet,Jmvgpartner,1375410147,8/2/13 2:22,articulo propagandístico,las especulaciones no tienen cabida.,las especulaciones no tienen cabida.,16,OK,,NRC,,NRC,,NRC,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
67,174537,Michelle Bachelet,Andres Rojas,1375410147,8/2/13 2:22,articulo propagandístico,saludos cordiales.,saludos cordiales.,17,OK,INTERPERSONAL,ATT,,ATT+,,ATT+,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
68,174537,Michelle Bachelet,Jmvgpartner,1375410147,8/2/13 2:22,articulo propagandístico,—jmvgpartner (discusión) 02:22 2 ago 2013 (utc),—jmvgpartner (discusión) 02:22 2 ago 2013 (utc),18,OK,,SIGN,,SIGN,,SIGN,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
69,174537,Michelle Bachelet,Angar1961,1378003712,9/1/13 2:48,,"tomando como base el registro nacional de prestadores individuales de salud, de la superintendencia de salud, organismo oficial de registro de los profesionales de la salud.","tomando como base el registro nacional de prestadores individuales de salud, de la superintendencia de salud, organismo oficial de registro de los profesionales de la salud.",19,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
70,174537,Michelle Bachelet,Angar1961,1378003712,9/1/13 2:48,,"en este se señala que doña verónica michelle bachelet jeria, posee el título de medico cirujano, otorgado por la universidad de chile emitido el 7 de enero de 1983, y a la fecha de la consulta (31 de agosto de 2013) no registra especialidad, por lo que al menos desde el punto de vista del registro oficial no tiene la especialidad que mencionan.","en este se señala que doña verónica michelle bachelet jeria, posee el título de medico cirujano, otorgado por la universidad de chile emitido el 7 de enero de 1983, y a la fecha de la consulta (31 de agosto de 2013) no registra especialidad, por lo que al menos desde el punto de vista del registro oficial no tiene la especialidad que mencionan.",19,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
71,174537,Michelle Bachelet,Angar1961,1378003712,9/1/13 2:48,,para corroborar pueden visitar la página web de la superintendencia y verificarlo.,para corroborar pueden visitar la página web de la superintendencia y verificarlo.,19,OK,PERFORMATIVE,IP,,IP,,IP,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
72,174537,Michelle Bachelet,Angar1961,1378003712,9/1/13 2:48,,(http://webserver.superdesalud.gob.cl/bases/prestadoresindividuales.nsf/buscador?openform) .,(http://webserver.superdesalud.gob.cl/bases/prestadoresindividuales.nsf/buscador?openform) .,19,OK,PERFORMATIVE,PREF,,PREF,,PREF,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
73,174537,Michelle Bachelet,JPZV,1379024521,9/12/13 22:22,,"¿es necesario poner la pronunciación del nombre de ""verónica"" y ""bachelet""?","¿es necesario poner la pronunciación del nombre de ""verónica"" y ""bachelet""?",20,OK,PERFORMATIVE,PSR,,PSR,,PSR,,,https://es.wikipedia.org/wiki/Discusión:Michelle_Bachelet
